,IC
2015-09-11,0.1047003286809355
2015-09-14,-0.09192917780770521
2015-09-15,-0.3357807372234551
2015-09-16,0.28164919745960393
2015-09-17,0.23864646337906323
2015-09-18,0.12043333782873275
2015-09-21,0.17256592495474213
2015-09-22,0.5274601272905226
2015-09-23,-0.18717334871248195
2015-09-24,-0.03077578454583853
2015-09-25,-0.11215834566113916
2015-09-28,-0.14715051457704081
2015-09-29,0.016977428110218358
2015-09-30,0.26596789880980787
2015-10-01,-0.23209458166084637
2015-10-02,-0.36945424426959544
2015-10-05,-0.5519927411227769
2015-10-06,-0.119408565815047
2015-10-07,-0.2959228213104534
2015-10-08,0.28676606930481524
2015-10-09,0.42963859888245237
2015-10-12,-0.13178363272735522
2015-10-13,-0.27471431994821377
2015-10-14,0.14966291652044736
2015-10-15,0.1541997722766215
2015-10-16,0.31762387348197035
2015-10-19,-0.20211387793544233
2015-10-20,0.004896813987210729
2015-10-21,-0.12287548283600251
2015-10-22,0.07326530561645511
2015-10-23,0.34237365167643624
2015-10-26,0.1800922478339369
2015-10-27,-0.08657837695131927
2015-10-28,-0.15351388149871473
2015-10-29,0.009259916490634554
2015-10-30,-0.219694775986755
2015-11-02,-0.23640469859109775
2015-11-03,0.10608257750850542
2015-11-04,0.13531204182754597
2015-11-05,0.05649776335443822
2015-11-06,0.09927435590973888
2015-11-09,0.1857036381300905
2015-11-10,0.14209968226119116
2015-11-11,0.2425573221840513
2015-11-12,-0.1834900751552122
2015-11-13,-0.09264219969227629
2015-11-16,0.29351693599234685
2015-11-17,-0.07631500001706637
2015-11-18,0.02341735528839721
2015-11-19,0.24603203976684482
2015-11-20,0.11966984906382719
2015-11-23,-0.22580163601466458
2015-11-24,0.1584472220669474
2015-11-25,0.29394741371590166
2015-11-27,-0.3371213437351212
2015-11-30,0.15269827029743316
2015-12-01,0.28993576851499675
2015-12-02,-0.07965394094614833
2015-12-03,0.3828139338500868
2015-12-04,0.07430100248124376
2015-12-07,0.38112757583319984
2015-12-08,-0.3753454539159677
2015-12-09,0.02173940222446491
2015-12-10,0.09218977583628676
2015-12-11,0.30400089545291037
2015-12-14,-0.124797651774045
2015-12-15,-0.02021862916014107
2015-12-16,0.16718948877515807
2015-12-17,-0.02863943214776167
2015-12-18,0.003575106475291169
2015-12-21,-0.3321244662008841
2015-12-22,-0.4482361578375209
2015-12-23,0.11850099743735566
2015-12-24,0.2835708438962328
2015-12-28,0.07396703285930493
2015-12-29,0.11266596202833384
2015-12-30,-0.19301495748905032
2015-12-31,-0.35759629976215473
2016-01-04,0.12034464845439735
2016-01-05,0.19744754144848284
2016-01-06,0.043499734256051914
2016-01-07,-0.058828697497647395
2016-01-08,0.20333513308727613
2016-01-11,0.23883796584392764
2016-01-12,-0.22809161622050836
2016-01-13,-0.043288847221401326
2016-01-14,0.006332872433264155
2016-01-15,0.13707660590120913
2016-01-19,0.12121698714061467
2016-01-20,-0.30178776425063625
2016-01-21,0.07433771310437468
2016-01-22,0.16690429338187804
2016-01-25,-0.27166803390664146
2016-01-26,-0.16948404201526993
2016-01-27,-0.09830971981303185
2016-01-28,-0.05905496910160473
2016-01-29,0.07838968958983825
2016-02-01,0.04296018035098089
2016-02-02,-0.44415608105978577
2016-02-03,-0.3182230704631252
2016-02-04,-0.3339562362994771
2016-02-05,-0.08162942539187938
2016-02-08,0.32095543776426244
2016-02-09,0.23934805047176846
2016-02-10,0.13824420961326317
2016-02-11,-0.2434044560848682
2016-02-12,-0.22846235126743164
2016-02-16,-0.17974913225263023
2016-02-17,-0.10979530175374351
2016-02-18,0.32335637937812306
2016-02-19,-0.29247717396802236
2016-02-22,0.35226413844654714
2016-02-23,0.023636777372233114
2016-02-24,0.1395874714924804
2016-02-25,-0.42230026545960125
2016-02-26,-0.11905247269156476
2016-02-29,-0.1607592348831421
2016-03-01,-0.24059308739970323
2016-03-02,-0.3154774661168734
2016-03-03,-0.13075322689363972
2016-03-04,-0.4269585984001576
2016-03-07,0.6066722200094133
2016-03-08,0.006811685293985741
2016-03-09,0.11109770566834964
2016-03-10,-0.46504797771326917
2016-03-11,0.18071937660897155
2016-03-14,0.43415670772688897
2016-03-15,-0.18353705381479518
2016-03-16,-0.2272963076599591
2016-03-17,-0.25527154230225035
2016-03-18,-0.07707462267628062
2016-03-21,0.04230020093085786
2016-03-22,0.5644682343473922
2016-03-23,0.023348375412069137
2016-03-24,0.15284340899367058
